order_detail_id,order_id,order_date,customer_id,customer_name,product_id,product_name,unit_price,quantity,subtotal,order_total,phone
65,33,2025-08-28 10:19:38.372500,47,Customer 47,23,Produk 23,39849.61,3,114802.89,450583.88,08952652055
39,71,2025-08-28 08:40:13.469420,6,Customer 6,8,Produk 8,17461.69,3,143008.86,197768.49,0871517228
51,10,2025-08-28 01:24:54.084061,50,Customer 50,47,Produk 47,67644.03,3,258352.47,201224.36,08286805282
84,45,2025-08-27 20:38:38.893315,20,Customer 20,15,Produk 15,59356.15,1,29098.63,193292.61,08400017535
50,35,2025-08-22 09:22:25.074194,12,Customer 12,69,Produk 69,38933.75,2,140886.28,539207.62,081036499
82,100,2025-08-20 06:11:55.138135,86,Customer 86,35,Produk 35,34890.92,2,165054.82,91690.89,08674500932
81,93,2025-08-14 03:03:24.693558,38,Customer 38,54,Produk 54,32112.70,2,166020.00,103954.23,08469047106
73,93,2025-08-14 03:03:24.693558,38,Customer 38,14,Produk 14,72510.20,3,153290.88,103954.23,08469047106
101,83,2025-08-09 08:00:29.133006,52,Customer 52,9,Produk 9,48506.56,2,144588.68,395573.12,08777831786
67,83,2025-08-09 08:00:29.133006,52,Customer 52,15,Produk 15,59356.15,2,171127.62,395573.12,08777831786
11,37,2025-08-08 03:12:14.619361,24,Customer 24,12,Produk 12,11714.23,1,66260.19,230320.74,08512379771
20,48,2025-08-06 10:37:57.962950,46,Customer 46,38,Produk 38,84728.27,2,98738.36,91797.75,08720584832
63,34,2025-08-01 06:41:51.239119,31,Customer 31,70,Produk 70,66657.77,1,44514.74,168251.50,08328366015
30,87,2025-07-18 17:18:01.958035,6,Customer 6,39,Produk 39,75085.99,2,195344.08,253497.14,0871517228
58,87,2025-07-18 17:18:01.958035,6,Customer 6,84,Produk 84,94934.02,3,189871.44,253497.14,0871517228
16,39,2025-07-17 11:24:28.331343,14,Customer 14,100,Produk 100,20691.66,4,76686.48,509403.08,08891962538
31,79,2025-07-11 22:51:40.439581,83,Customer 83,62,Produk 62,37092.02,3,168126.72,286974.38,08872812254
21,76,2025-07-09 05:56:13.002805,30,Customer 30,75,Produk 75,51275.72,5,279105.30,197747.99,08348435081
29,76,2025-07-09 05:56:13.002805,30,Customer 30,78,Produk 78,14397.04,4,336710.68,197747.99,08348435081
89,96,2025-06-29 21:25:15.655061,63,Customer 63,37,Produk 37,25254.91,2,173187.32,460216.10,08310798882
61,92,2025-06-29 06:54:48.881142,79,Customer 79,44,Produk 44,33166.79,2,65379.52,325490.44,08480471823
25,64,2025-06-29 01:59:00.311453,89,Customer 89,90,Produk 90,44943.46,2,93433.86,438137.83,08949749016
19,57,2025-06-22 05:09:28.706140,49,Customer 49,77,Produk 77,65161.85,5,482189.25,390968.22,08273237553
78,57,2025-06-22 05:09:28.706140,49,Customer 49,1,Kopi Arabika,75000.00,3,141222.42,390968.22,08273237553
75,62,2025-06-16 00:44:58.900034,9,Customer 9,55,Produk 55,89455.43,4,272690.20,484176.78,08234644691
14,28,2025-06-08 02:09:21.905089,21,Customer 21,57,Produk 57,58103.07,2,76204.06,491316.70,08939698604
10,36,2025-06-02 11:49:25.969827,44,Customer 44,64,Produk 64,40005.76,1,87364.51,82219.94,08912308099
79,29,2025-05-25 16:19:59.134845,32,Customer 32,42,Produk 42,65896.89,3,244480.02,402049.64,08563706910
103,53,2025-05-23 23:05:39.817033,80,Customer 80,48,Produk 48,55031.72,3,262300.71,459354.83,0840747403
24,95,2025-05-02 20:58:48.541135,38,Customer 38,33,Produk 33,52273.59,4,330057.92,144918.18,08469047106
46,40,2025-04-15 02:30:54.670209,57,Customer 57,75,Produk 75,51275.72,2,193471.92,450663.59,08746044091
88,50,2025-04-12 14:36:43.038772,11,Customer 11,92,Produk 92,79983.74,5,73414.85,229850.66,08910015358
99,55,2025-04-09 21:42:26.133361,20,Customer 20,85,Produk 85,52123.29,2,24330.38,190877.75,08400017535
27,55,2025-04-09 21:42:26.133361,20,Customer 20,37,Produk 37,25254.91,3,117558.87,190877.75,08400017535
97,89,2025-04-09 01:28:32.897840,13,Customer 13,58,Produk 58,33889.05,5,487150.15,492710.30,08708314206
56,25,2025-04-05 14:28:00.543881,13,Customer 13,12,Produk 12,11714.23,4,294277.48,502032.63,08708314206
23,25,2025-04-05 14:28:00.543881,13,Customer 13,3,Cokelat Bubuk,65000.00,2,167948.76,502032.63,08708314206
28,11,2025-04-04 00:17:37.376607,55,Customer 55,50,Produk 50,44866.88,5,236164.40,434683.00,0847458776
86,20,2025-03-25 15:18:12.094559,69,Customer 69,70,Produk 70,66657.77,3,48549.51,80085.96,08191469882
42,7,2025-03-24 06:04:08.753834,59,Customer 59,21,Produk 21,37831.04,3,201145.53,193532.15,08930498795
62,58,2025-03-23 03:34:42.441149,89,Customer 89,12,Produk 12,11714.23,4,196484.04,327812.87,08949749016
43,58,2025-03-23 03:34:42.441149,89,Customer 89,53,Produk 53,43239.35,2,138861.58,327812.87,08949749016
55,58,2025-03-23 03:34:42.441149,89,Customer 89,4,Gula Aren,30000.00,1,51843.12,327812.87,08949749016
66,15,2025-03-22 17:54:56.982065,96,Customer 96,48,Produk 48,55031.72,2,125991.16,479539.12,08248381762
68,15,2025-03-22 17:54:56.982065,96,Customer 96,10,Produk 10,73882.86,5,53141.40,479539.12,08248381762
44,9,2025-03-21 14:26:33.669250,59,Customer 59,39,Produk 39,75085.99,4,219234.44,460919.77,08930498795
18,38,2025-03-06 04:09:24.204973,12,Customer 12,59,Produk 59,52795.74,3,171108.18,201999.54,081036499
76,38,2025-03-06 04:09:24.204973,12,Customer 12,25,Produk 25,47794.25,1,48357.99,201999.54,081036499
45,38,2025-03-06 04:09:24.204973,12,Customer 12,29,Produk 29,39659.83,2,45416.08,201999.54,081036499
95,42,2025-03-03 10:39:43.740246,25,Customer 25,45,Produk 45,67393.82,3,247030.17,256437.06,08401517869
72,42,2025-03-03 10:39:43.740246,25,Customer 25,68,Produk 68,64574.15,1,90729.97,256437.06,08401517869
85,42,2025-03-03 10:39:43.740246,25,Customer 25,34,Produk 34,46635.37,3,188810.43,256437.06,08401517869
41,70,2025-02-21 00:38:37.852663,52,Customer 52,86,Produk 86,19420.89,4,337564.20,212479.08,08777831786
96,17,2025-02-19 22:51:00.362059,48,Customer 48,49,Produk 49,51671.14,4,112278.20,494426.62,08852943546
74,17,2025-02-19 22:51:00.362059,48,Customer 48,62,Produk 62,37092.02,5,285431.90,494426.62,08852943546
49,90,2025-02-17 22:31:54.485653,93,Customer 93,35,Produk 35,34890.92,3,281250.96,157959.65,0879311684
57,90,2025-02-17 22:31:54.485653,93,Customer 93,11,Produk 11,16436.05,3,39357.12,157959.65,0879311684
17,94,2025-02-17 08:05:25.168598,65,Customer 65,72,Produk 72,37772.71,3,99346.50,170719.74,0827431992
53,94,2025-02-17 08:05:25.168598,65,Customer 65,22,Produk 22,81802.69,4,82243.68,170719.74,0827431992
5,3,2025-02-15 09:45:00.000000,3,Citra Lestari,1,Kopi Arabika,75000.00,1,75000.00,180000.00,082134567890
6,3,2025-02-15 09:45:00.000000,3,Citra Lestari,3,Cokelat Bubuk,65000.00,2,130000.00,180000.00,082134567890
22,67,2025-02-05 03:07:53.785295,92,Customer 92,91,Produk 91,27217.31,5,378156.20,304824.59,08544798569
38,67,2025-02-05 03:07:53.785295,92,Customer 92,64,Produk 64,40005.76,2,69901.60,304824.59,08544798569
40,67,2025-02-05 03:07:53.785295,92,Customer 92,66,Produk 66,83101.39,1,44801.31,304824.59,08544798569
7,67,2025-02-05 03:07:53.785295,92,Customer 92,91,Produk 91,27217.31,4,372433.56,304824.59,08544798569
3,2,2025-02-02 14:20:00.000000,2,Budi Setiawan,2,Teh Hijau,45000.00,1,45000.00,95000.00,081298765432
4,2,2025-02-02 14:20:00.000000,2,Budi Setiawan,4,Gula Aren,30000.00,1,30000.00,95000.00,081298765432
54,80,2025-01-23 07:22:35.071862,45,Customer 45,2,Teh Hijau,45000.00,4,209916.72,543677.52,08791162890
1,1,2025-01-10 10:15:00.000000,1,Andi Pratama,1,Kopi Arabika,75000.00,2,150000.00,150000.00,081234567890
2,1,2025-01-10 10:15:00.000000,1,Andi Pratama,4,Gula Aren,30000.00,1,30000.00,150000.00,081234567890
59,46,2025-01-06 21:07:28.028069,57,Customer 57,18,Produk 18,92922.37,5,145802.45,105295.64,08746044091
106,60,2025-01-01 12:23:23.136845,38,Customer 38,55,Produk 55,89455.43,3,102552.96,130475.32,08469047106
37,60,2025-01-01 12:23:23.136845,38,Customer 38,32,Produk 32,14775.00,3,108517.89,130475.32,08469047106
8,69,2024-12-17 06:38:44.997016,88,Customer 88,16,Produk 16,15861.38,3,151637.97,258236.73,08743893137
87,69,2024-12-17 06:38:44.997016,88,Customer 88,76,Produk 76,36593.24,4,213336.88,258236.73,08743893137
105,69,2024-12-17 06:38:44.997016,88,Customer 88,92,Produk 92,79983.74,4,155574.04,258236.73,08743893137
93,21,2024-12-06 20:33:58.690745,30,Customer 30,100,Produk 100,20691.66,4,219264.96,285860.00,08348435081
35,54,2024-11-26 21:30:40.794797,70,Customer 70,36,Produk 36,23652.26,5,215605.10,409686.29,08724865974
47,54,2024-11-26 21:30:40.794797,70,Customer 70,15,Produk 15,59356.15,2,145296.94,409686.29,08724865974
33,81,2024-11-21 05:40:12.992528,18,Customer 18,31,Produk 31,13164.98,2,164001.26,542006.24,08166264927
64,22,2024-11-20 12:21:35.217230,85,Customer 85,77,Produk 77,65161.85,2,182636.90,228238.09,08185312085
