order_detail_id,order_id,order_date,customer_id,customer_name,product_id,product_name,unit_price,quantity,subtotal,order_total,phone
186,186,2025-10-14 22:33:37.460815,92,Ayu Utami,27,Card Reader Super 27,13501.94,7,94513.58,162023.28,08000742619
292,92,2025-10-12 05:37:08.460815,96,Nina Wibowo,27,Card Reader Super 27,13501.94,5,67509.70,81011.64,08454610182
92,92,2025-10-12 05:37:08.460815,96,Nina Wibowo,27,Card Reader Super 27,13501.94,1,13501.94,81011.64,08454610182
325,125,2025-10-12 00:40:10.460815,54,Candra Wibowo,27,Card Reader Super 27,13501.94,1,13501.94,54007.76,08208358347
125,125,2025-10-12 00:40:10.460815,54,Candra Wibowo,27,Card Reader Super 27,13501.94,3,40505.82,54007.76,08208358347
335,135,2025-10-09 11:27:45.460815,2,Bambang Dewanti,27,Card Reader Super 27,13501.94,10,135019.40,256536.86,08873072742
135,135,2025-10-09 11:27:45.460815,2,Bambang Dewanti,27,Card Reader Super 27,13501.94,9,121517.46,256536.86,08873072742
137,137,2025-10-07 21:32:34.460815,98,Citra Wijaya,27,Card Reader Super 27,13501.94,9,121517.46,216031.04,08533845463
337,137,2025-10-07 21:32:34.460815,98,Citra Wijaya,27,Card Reader Super 27,13501.94,7,94513.58,216031.04,08533845463
384,184,2025-10-07 16:14:29.460815,94,Xena Lestari,27,Card Reader Super 27,13501.94,7,94513.58,162023.28,08156453883
184,184,2025-10-07 16:14:29.460815,94,Xena Lestari,27,Card Reader Super 27,13501.94,5,67509.70,162023.28,08156453883
63,63,2025-10-06 22:47:40.460815,23,Hendra Irawan,27,Card Reader Super 27,13501.94,7,94513.58,202529.10,08942878718
263,63,2025-10-06 22:47:40.460815,23,Hendra Irawan,27,Card Reader Super 27,13501.94,8,108015.52,202529.10,08942878718
316,116,2025-10-06 08:54:19.460815,47,Bambang Anggraini,27,Card Reader Super 27,13501.94,2,27003.88,54007.76,08207541960
116,116,2025-10-06 08:54:19.460815,47,Bambang Anggraini,27,Card Reader Super 27,13501.94,2,27003.88,54007.76,08207541960
9,9,2025-10-05 22:21:41.460815,2,Bambang Dewanti,27,Card Reader Super 27,13501.94,1,13501.94,108015.52,08873072742
209,9,2025-10-05 22:21:41.460815,2,Bambang Dewanti,27,Card Reader Super 27,13501.94,7,94513.58,108015.52,08873072742
339,139,2025-10-05 20:24:07.460815,59,Lukman Gunawan,27,Card Reader Super 27,13501.94,8,108015.52,175525.22,08606803848
139,139,2025-10-05 20:24:07.460815,59,Lukman Gunawan,27,Card Reader Super 27,13501.94,5,67509.70,175525.22,08606803848
309,109,2025-10-03 08:16:46.460815,46,Gita Irawan,27,Card Reader Super 27,13501.94,3,40505.82,162023.28,08335074925
109,109,2025-10-03 08:16:46.460815,46,Gita Irawan,27,Card Reader Super 27,13501.94,9,121517.46,162023.28,08335074925
123,123,2025-10-03 05:53:30.460815,10,Wati Utami,27,Card Reader Super 27,13501.94,4,54007.76,94513.58,08591190548
323,123,2025-10-03 05:53:30.460815,10,Wati Utami,27,Card Reader Super 27,13501.94,3,40505.82,94513.58,08591190548
300,100,2025-10-01 09:07:32.460815,96,Nina Wibowo,27,Card Reader Super 27,13501.94,9,121517.46,189027.16,08454610182
100,100,2025-10-01 09:07:32.460815,96,Nina Wibowo,27,Card Reader Super 27,13501.94,5,67509.70,189027.16,08454610182
324,124,2025-10-01 09:06:48.460815,73,Eko Firmansyah,27,Card Reader Super 27,13501.94,4,54007.76,67509.70,08475635653
124,124,2025-10-01 09:06:48.460815,73,Eko Firmansyah,27,Card Reader Super 27,13501.94,1,13501.94,67509.70,08475635653
153,153,2025-10-01 08:25:02.460815,49,Umar Sari,27,Card Reader Super 27,13501.94,4,54007.76,162023.28,08154588001
353,153,2025-10-01 08:25:02.460815,49,Umar Sari,27,Card Reader Super 27,13501.94,8,108015.52,162023.28,08154588001
45,45,2025-09-29 03:12:15.460815,52,Andi Melati,27,Card Reader Super 27,13501.94,10,135019.40,243034.92,08314046119
245,45,2025-09-29 03:12:15.460815,52,Andi Melati,27,Card Reader Super 27,13501.94,8,108015.52,243034.92,08314046119
80,80,2025-09-28 13:22:28.460815,9,Siti Nugroho,27,Card Reader Super 27,13501.94,8,108015.52,121517.46,08632582860
280,80,2025-09-28 13:22:28.460815,9,Siti Nugroho,27,Card Reader Super 27,13501.94,1,13501.94,121517.46,08632582860
385,185,2025-09-28 02:48:57.460815,54,Candra Wibowo,27,Card Reader Super 27,13501.94,4,54007.76,148521.34,08208358347
185,185,2025-09-28 02:48:57.460815,54,Candra Wibowo,27,Card Reader Super 27,13501.94,7,94513.58,148521.34,08208358347
273,73,2025-09-27 19:38:45.460815,89,Dewi Sari,27,Card Reader Super 27,13501.94,5,67509.70,175525.22,08109299718
73,73,2025-09-27 19:38:45.460815,89,Dewi Sari,27,Card Reader Super 27,13501.94,8,108015.52,175525.22,08109299718
293,93,2025-09-24 17:18:36.460815,17,Vina Irawan,27,Card Reader Super 27,13501.94,2,27003.88,67509.70,08028084455
93,93,2025-09-24 17:18:36.460815,17,Vina Irawan,27,Card Reader Super 27,13501.94,3,40505.82,67509.70,08028084455
89,89,2025-09-24 14:23:03.460815,28,Joko Lestari,27,Card Reader Super 27,13501.94,9,121517.46,256536.86,08883096757
289,89,2025-09-24 14:23:03.460815,28,Joko Lestari,27,Card Reader Super 27,13501.94,10,135019.40,256536.86,08883096757
24,24,2025-09-23 23:17:46.460815,53,Ayu Puspita,27,Card Reader Super 27,13501.94,10,135019.40,256536.86,08506833071
224,24,2025-09-23 23:17:46.460815,53,Ayu Puspita,27,Card Reader Super 27,13501.94,9,121517.46,256536.86,08506833071
160,160,2025-09-23 07:56:22.460815,24,Bambang Handayani,27,Card Reader Super 27,13501.94,8,108015.52,162023.28,08097608569
360,160,2025-09-23 07:56:22.460815,24,Bambang Handayani,27,Card Reader Super 27,13501.94,4,54007.76,162023.28,08097608569
349,149,2025-09-20 02:57:58.460815,58,Vina Puspita,27,Card Reader Super 27,13501.94,8,108015.52,162023.28,08902615510
149,149,2025-09-20 02:57:58.460815,58,Vina Puspita,27,Card Reader Super 27,13501.94,4,54007.76,162023.28,08902615510
266,66,2025-09-19 22:34:06.460815,86,Kartika Sari,27,Card Reader Super 27,13501.94,8,108015.52,121517.46,08584582849
66,66,2025-09-19 22:34:06.460815,86,Kartika Sari,27,Card Reader Super 27,13501.94,1,13501.94,121517.46,08584582849
133,133,2025-09-18 08:15:05.460815,49,Umar Sari,27,Card Reader Super 27,13501.94,3,40505.82,135019.40,08154588001
333,133,2025-09-18 08:15:05.460815,49,Umar Sari,27,Card Reader Super 27,13501.94,7,94513.58,135019.40,08154588001
383,183,2025-09-15 11:44:59.460815,13,Bambang Saputra,27,Card Reader Super 27,13501.94,7,94513.58,229532.98,08049712777
183,183,2025-09-15 11:44:59.460815,13,Bambang Saputra,27,Card Reader Super 27,13501.94,10,135019.40,229532.98,08049712777
297,97,2025-09-14 19:19:45.460815,1,Bambang Firmansyah,27,Card Reader Super 27,13501.94,2,27003.88,108015.52,08564715049
97,97,2025-09-14 19:19:45.460815,1,Bambang Firmansyah,27,Card Reader Super 27,13501.94,6,81011.64,108015.52,08564715049
38,38,2025-09-13 08:52:49.460815,62,Tono Nugroho,27,Card Reader Super 27,13501.94,4,54007.76,67509.70,08699934027
238,38,2025-09-13 08:52:49.460815,62,Tono Nugroho,27,Card Reader Super 27,13501.94,1,13501.94,67509.70,08699934027
344,144,2025-09-13 06:16:46.460815,94,Xena Lestari,27,Card Reader Super 27,13501.94,7,94513.58,121517.46,08156453883
144,144,2025-09-13 06:16:46.460815,94,Xena Lestari,27,Card Reader Super 27,13501.94,2,27003.88,121517.46,08156453883
36,36,2025-09-13 02:34:39.460815,82,Umar Hakim,27,Card Reader Super 27,13501.94,3,40505.82,67509.70,08656324111
236,36,2025-09-13 02:34:39.460815,82,Umar Hakim,27,Card Reader Super 27,13501.94,2,27003.88,67509.70,08656324111
47,47,2025-09-10 23:16:17.460815,89,Dewi Sari,27,Card Reader Super 27,13501.94,6,81011.64,108015.52,08109299718
247,47,2025-09-10 23:16:17.460815,89,Dewi Sari,27,Card Reader Super 27,13501.94,2,27003.88,108015.52,08109299718
287,87,2025-09-03 11:17:57.460815,87,Rina Kusuma,27,Card Reader Super 27,13501.94,8,108015.52,202529.10,08592885286
87,87,2025-09-03 11:17:57.460815,87,Rina Kusuma,27,Card Reader Super 27,13501.94,7,94513.58,202529.10,08592885286
37,37,2025-08-30 14:40:01.460815,77,Dewi Firmansyah,27,Card Reader Super 27,13501.94,2,27003.88,121517.46,08799293957
237,37,2025-08-30 14:40:01.460815,77,Dewi Firmansyah,27,Card Reader Super 27,13501.94,7,94513.58,121517.46,08799293957
338,138,2025-08-29 20:11:58.460815,28,Joko Lestari,27,Card Reader Super 27,13501.94,6,81011.64,148521.34,08883096757
138,138,2025-08-29 20:11:58.460815,28,Joko Lestari,27,Card Reader Super 27,13501.94,5,67509.70,148521.34,08883096757
121,121,2025-08-28 18:45:13.460815,64,Candra Rahayu,27,Card Reader Super 27,13501.94,5,67509.70,94513.58,08263301663
321,121,2025-08-28 18:45:13.460815,64,Candra Rahayu,27,Card Reader Super 27,13501.94,2,27003.88,94513.58,08263301663
179,179,2025-08-28 04:52:20.460815,74,Kartika Rahayu,27,Card Reader Super 27,13501.94,7,94513.58,162023.28,08086387437
379,179,2025-08-28 04:52:20.460815,74,Kartika Rahayu,27,Card Reader Super 27,13501.94,5,67509.70,162023.28,08086387437
27,27,2025-08-25 17:31:44.460815,7,Andi Rahman,27,Card Reader Super 27,13501.94,2,27003.88,108015.52,08038955039
227,27,2025-08-25 17:31:44.460815,7,Andi Rahman,27,Card Reader Super 27,13501.94,6,81011.64,108015.52,08038955039
230,30,2025-08-22 23:30:51.460815,37,Joko Permata,27,Card Reader Super 27,13501.94,5,67509.70,148521.34,08286517931
30,30,2025-08-22 23:30:51.460815,37,Joko Permata,27,Card Reader Super 27,13501.94,6,81011.64,148521.34,08286517931
55,55,2025-08-22 05:20:00.460815,21,Zaki Permata,27,Card Reader Super 27,13501.94,4,54007.76,162023.28,08706346094
255,55,2025-08-22 05:20:00.460815,21,Zaki Permata,27,Card Reader Super 27,13501.94,8,108015.52,162023.28,08706346094
285,85,2025-08-21 05:13:45.460815,88,Putri Puspita,27,Card Reader Super 27,13501.94,9,121517.46,256536.86,08339821399
85,85,2025-08-21 05:13:45.460815,88,Putri Puspita,27,Card Reader Super 27,13501.94,10,135019.40,256536.86,08339821399
256,56,2025-08-19 07:58:07.460815,97,Gita Kartini,27,Card Reader Super 27,13501.94,10,135019.40,202529.10,08740206449
56,56,2025-08-19 07:58:07.460815,97,Gita Kartini,27,Card Reader Super 27,13501.94,5,67509.70,202529.10,08740206449
393,193,2025-08-16 05:14:37.460815,29,Tono Melati,27,Card Reader Super 27,13501.94,1,13501.94,67509.70,08986737306
193,193,2025-08-16 05:14:37.460815,29,Tono Melati,27,Card Reader Super 27,13501.94,4,54007.76,67509.70,08986737306
70,70,2025-08-10 20:17:51.460815,19,Lukman Lestari,27,Card Reader Super 27,13501.94,1,13501.94,135019.40,08327468692
270,70,2025-08-10 20:17:51.460815,19,Lukman Lestari,27,Card Reader Super 27,13501.94,9,121517.46,135019.40,08327468692
29,29,2025-08-08 05:10:32.460815,98,Citra Wijaya,27,Card Reader Super 27,13501.94,9,121517.46,175525.22,08533845463
229,29,2025-08-08 05:10:32.460815,98,Citra Wijaya,27,Card Reader Super 27,13501.94,4,54007.76,175525.22,08533845463
71,71,2025-08-06 21:07:16.460815,67,Yanto Budiman,27,Card Reader Super 27,13501.94,7,94513.58,175525.22,08468945233
271,71,2025-08-06 21:07:16.460815,67,Yanto Budiman,27,Card Reader Super 27,13501.94,6,81011.64,175525.22,08468945233
12,12,2025-08-06 10:51:01.460815,48,Andi Santoso,27,Card Reader Super 27,13501.94,4,54007.76,189027.16,08982556640
212,12,2025-08-06 10:51:01.460815,48,Andi Santoso,27,Card Reader Super 27,13501.94,10,135019.40,189027.16,08982556640
98,98,2025-08-04 06:11:38.460815,89,Dewi Sari,27,Card Reader Super 27,13501.94,10,135019.40,162023.28,08109299718
298,98,2025-08-04 06:11:38.460815,89,Dewi Sari,27,Card Reader Super 27,13501.94,2,27003.88,162023.28,08109299718
84,84,2025-08-03 20:40:12.460815,32,Dian Lestari,27,Card Reader Super 27,13501.94,5,67509.70,135019.40,08525543182
284,84,2025-08-03 20:40:12.460815,32,Dian Lestari,27,Card Reader Super 27,13501.94,5,67509.70,135019.40,08525543182
130,130,2025-08-02 01:34:04.460815,86,Kartika Sari,27,Card Reader Super 27,13501.94,5,67509.70,148521.34,08584582849
330,130,2025-08-02 01:34:04.460815,86,Kartika Sari,27,Card Reader Super 27,13501.94,6,81011.64,148521.34,08584582849
145,145,2025-07-29 20:34:41.460815,67,Yanto Budiman,27,Card Reader Super 27,13501.94,8,108015.52,189027.16,08468945233
345,145,2025-07-29 20:34:41.460815,67,Yanto Budiman,27,Card Reader Super 27,13501.94,6,81011.64,189027.16,08468945233
13,13,2025-07-28 06:22:35.460815,20,Rina Wibowo,27,Card Reader Super 27,13501.94,10,135019.40,216031.04,08996869439
213,13,2025-07-28 06:22:35.460815,20,Rina Wibowo,27,Card Reader Super 27,13501.94,6,81011.64,216031.04,08996869439
114,114,2025-07-26 04:10:51.460815,26,Siti Utami,27,Card Reader Super 27,13501.94,6,81011.64,216031.04,08159614473
314,114,2025-07-26 04:10:51.460815,26,Siti Utami,27,Card Reader Super 27,13501.94,10,135019.40,216031.04,08159614473
334,134,2025-07-24 15:08:18.460815,77,Dewi Firmansyah,27,Card Reader Super 27,13501.94,8,108015.52,121517.46,08799293957
134,134,2025-07-24 15:08:18.460815,77,Dewi Firmansyah,27,Card Reader Super 27,13501.94,1,13501.94,121517.46,08799293957
228,28,2025-07-20 23:31:30.460815,75,Zaki Saputra,27,Card Reader Super 27,13501.94,8,108015.52,135019.40,08027077049
28,28,2025-07-20 23:31:30.460815,75,Zaki Saputra,27,Card Reader Super 27,13501.94,2,27003.88,135019.40,08027077049
366,166,2025-07-17 04:04:49.460815,73,Eko Firmansyah,27,Card Reader Super 27,13501.94,2,27003.88,108015.52,08475635653
166,166,2025-07-17 04:04:49.460815,73,Eko Firmansyah,27,Card Reader Super 27,13501.94,6,81011.64,108015.52,08475635653
253,53,2025-07-16 16:14:51.460815,77,Dewi Firmansyah,27,Card Reader Super 27,13501.94,2,27003.88,148521.34,08799293957
53,53,2025-07-16 16:14:51.460815,77,Dewi Firmansyah,27,Card Reader Super 27,13501.94,9,121517.46,148521.34,08799293957
35,35,2025-07-12 22:00:20.460815,7,Andi Rahman,27,Card Reader Super 27,13501.94,3,40505.82,135019.40,08038955039
235,35,2025-07-12 22:00:20.460815,7,Andi Rahman,27,Card Reader Super 27,13501.94,7,94513.58,135019.40,08038955039
267,67,2025-07-08 04:41:42.460815,46,Gita Irawan,27,Card Reader Super 27,13501.94,1,13501.94,81011.64,08335074925
67,67,2025-07-08 04:41:42.460815,46,Gita Irawan,27,Card Reader Super 27,13501.94,5,67509.70,81011.64,08335074925
49,49,2025-07-08 04:19:04.460815,88,Putri Puspita,27,Card Reader Super 27,13501.94,10,135019.40,175525.22,08339821399
249,49,2025-07-08 04:19:04.460815,88,Putri Puspita,27,Card Reader Super 27,13501.94,3,40505.82,175525.22,08339821399
374,174,2025-07-05 08:24:37.460815,83,Fitri Hakim,27,Card Reader Super 27,13501.94,4,54007.76,148521.34,08509860415
174,174,2025-07-05 08:24:37.460815,83,Fitri Hakim,27,Card Reader Super 27,13501.94,7,94513.58,148521.34,08509860415
20,20,2025-07-04 07:40:11.460815,99,Ayu Safitri,27,Card Reader Super 27,13501.94,7,94513.58,229532.98,08948356090
220,20,2025-07-04 07:40:11.460815,99,Ayu Safitri,27,Card Reader Super 27,13501.94,10,135019.40,229532.98,08948356090
286,86,2025-07-02 09:13:57.460815,8,Lukman Santoso,27,Card Reader Super 27,13501.94,6,81011.64,175525.22,08428649823
86,86,2025-07-02 09:13:57.460815,8,Lukman Santoso,27,Card Reader Super 27,13501.94,7,94513.58,175525.22,08428649823
399,199,2025-07-01 10:03:21.460815,35,Dian Pratama,27,Card Reader Super 27,13501.94,10,135019.40,148521.34,08907006525
199,199,2025-07-01 10:03:21.460815,35,Dian Pratama,27,Card Reader Super 27,13501.94,1,13501.94,148521.34,08907006525
31,31,2025-06-30 13:56:49.460815,63,Siti Putra,27,Card Reader Super 27,13501.94,6,81011.64,94513.58,08793443413
231,31,2025-06-30 13:56:49.460815,63,Siti Putra,27,Card Reader Super 27,13501.94,1,13501.94,94513.58,08793443413
264,64,2025-06-27 06:58:23.460815,14,Kartika Budiman,27,Card Reader Super 27,13501.94,9,121517.46,229532.98,08464586464
64,64,2025-06-27 06:58:23.460815,14,Kartika Budiman,27,Card Reader Super 27,13501.94,8,108015.52,229532.98,08464586464
319,119,2025-06-25 04:47:58.460815,64,Candra Rahayu,27,Card Reader Super 27,13501.94,5,67509.70,175525.22,08263301663
119,119,2025-06-25 04:47:58.460815,64,Candra Rahayu,27,Card Reader Super 27,13501.94,8,108015.52,175525.22,08263301663
182,182,2025-06-22 13:57:53.460815,100,Wati Saputra,27,Card Reader Super 27,13501.94,2,27003.88,121517.46,08699474489
382,182,2025-06-22 13:57:53.460815,100,Wati Saputra,27,Card Reader Super 27,13501.94,7,94513.58,121517.46,08699474489
367,167,2025-06-21 10:59:33.460815,31,Budi Safitri,27,Card Reader Super 27,13501.94,2,27003.88,54007.76,08272970225
167,167,2025-06-21 10:59:33.460815,31,Budi Safitri,27,Card Reader Super 27,13501.94,2,27003.88,54007.76,08272970225
78,78,2025-06-18 23:38:31.460815,10,Wati Utami,27,Card Reader Super 27,13501.94,6,81011.64,148521.34,08591190548
278,78,2025-06-18 23:38:31.460815,10,Wati Utami,27,Card Reader Super 27,13501.94,5,67509.70,148521.34,08591190548
336,136,2025-06-18 12:30:33.460815,68,Bambang Dewanti,27,Card Reader Super 27,13501.94,9,121517.46,216031.04,08413495129
136,136,2025-06-18 12:30:33.460815,68,Bambang Dewanti,27,Card Reader Super 27,13501.94,7,94513.58,216031.04,08413495129
111,111,2025-06-18 04:38:41.460815,20,Rina Wibowo,27,Card Reader Super 27,13501.94,6,81011.64,202529.10,08996869439
311,111,2025-06-18 04:38:41.460815,20,Rina Wibowo,27,Card Reader Super 27,13501.94,9,121517.46,202529.10,08996869439
90,90,2025-06-17 09:38:54.460815,58,Vina Puspita,27,Card Reader Super 27,13501.94,3,40505.82,148521.34,08902615510
290,90,2025-06-17 09:38:54.460815,58,Vina Puspita,27,Card Reader Super 27,13501.94,8,108015.52,148521.34,08902615510
17,17,2025-06-16 11:18:36.460815,98,Citra Wijaya,27,Card Reader Super 27,13501.94,4,54007.76,108015.52,08533845463
217,17,2025-06-16 11:18:36.460815,98,Citra Wijaya,27,Card Reader Super 27,13501.94,4,54007.76,108015.52,08533845463
3,3,2025-06-14 20:43:09.460815,28,Joko Lestari,27,Card Reader Super 27,13501.94,1,13501.94,54007.76,08883096757
203,3,2025-06-14 20:43:09.460815,28,Joko Lestari,27,Card Reader Super 27,13501.94,3,40505.82,54007.76,08883096757
175,175,2025-06-12 23:17:07.460815,37,Joko Permata,27,Card Reader Super 27,13501.94,8,108015.52,121517.46,08286517931
375,175,2025-06-12 23:17:07.460815,37,Joko Permata,27,Card Reader Super 27,13501.94,1,13501.94,121517.46,08286517931
79,79,2025-06-11 13:36:06.460815,75,Zaki Saputra,27,Card Reader Super 27,13501.94,6,81011.64,216031.04,08027077049
279,79,2025-06-11 13:36:06.460815,75,Zaki Saputra,27,Card Reader Super 27,13501.94,10,135019.40,216031.04,08027077049
156,156,2025-06-10 00:26:23.460815,96,Nina Wibowo,27,Card Reader Super 27,13501.94,2,27003.88,135019.40,08454610182
356,156,2025-06-10 00:26:23.460815,96,Nina Wibowo,27,Card Reader Super 27,13501.94,8,108015.52,135019.40,08454610182
54,54,2025-06-09 00:57:45.460815,78,Dewi Utami,27,Card Reader Super 27,13501.94,10,135019.40,162023.28,08070176106
254,54,2025-06-09 00:57:45.460815,78,Dewi Utami,27,Card Reader Super 27,13501.94,2,27003.88,162023.28,08070176106
370,170,2025-06-01 19:46:41.460815,88,Putri Puspita,27,Card Reader Super 27,13501.94,1,13501.94,67509.70,08339821399
170,170,2025-06-01 19:46:41.460815,88,Putri Puspita,27,Card Reader Super 27,13501.94,4,54007.76,67509.70,08339821399
6,6,2025-05-31 21:51:47.460815,34,Bambang Hidayat,27,Card Reader Super 27,13501.94,8,108015.52,202529.10,08339990384
206,6,2025-05-31 21:51:47.460815,34,Bambang Hidayat,27,Card Reader Super 27,13501.94,7,94513.58,202529.10,08339990384
303,103,2025-05-28 15:11:55.460815,94,Xena Lestari,27,Card Reader Super 27,13501.94,9,121517.46,229532.98,08156453883
103,103,2025-05-28 15:11:55.460815,94,Xena Lestari,27,Card Reader Super 27,13501.94,8,108015.52,229532.98,08156453883
7,7,2025-05-24 23:43:16.460815,59,Lukman Gunawan,27,Card Reader Super 27,13501.94,2,27003.88,40505.82,08606803848
